,name,category_1,category_2,origin,description
78,Sojal Roipal Chardonnay 2014, White Wine , Chardonnay ,"  from Santa Lucia Highlands, Monterey, Central Coast, California "," The 2014 Ro Princis Chardonnay is rich and focused with aromas of lemon peel, green apple and pears. The palate is full and soft with a bright mouthfeel and flavors of Granny Smith apples and citrus. Sojal's signature mineral notes of wet stone and slate highlight the wine. This Chardonnay is one of the most balanced and elegant vintages of the Santa Lucia Highlands. "
79,Licotas Trauste Brut Reserva 2004, Sparkling & Champagne , Vintage Sparkling Wine ,  from Spain ," Ideal as an aperitif or to accompany shellfish, fish, rice and white meats. The 2004 Treixas de la Plana Crianza is a blend of 65% Xarel-lo, 30% Macabeo, 10% Parellada and 5% Parellada. This is a creamy, velvety wine with a deep golden color. It has a lovely bouquet of toast, smoke, toast and spice. On the palate the wine is full-bodied and harmonious, with notes of toast and fruit. This is a complex, balanced, intense wine with a long, elegant finish. This is a wine of great finesse. "
80,Stonello des Cabernon Sauvignon 2001, Red Wine , Cabernet Sauvignon ,"  from Napa Valley, California "," This Cabernet Sauvignon shows the strength and elegance of a Napa Valley Cabernet, with abundant fruit and good structure. Black cherry, currant and spice lead the charge on the nose, while the soft tannins round out the flavors of ripe cherries, cassis, and a subtle earthiness.  "
81,Annentori Mirano Biroro di Barolo 2014, Red Wine , Nebbiolo ,"  from Barolo, Piedmont, Italy "," Ruby red with garnet reflections. Nose of red fruit, spices, leather, licorice, and vanilla. Warm, soft, and persistent on the palate, with velvety tannins."
82,Bodegas Tycia Oritasset Minso 2016, Red Wine , Other Red Blends ,"  from Mino District, Paso Robles, Central Coast, California "," Deep garnet in color, this wine is expressive with aromas of fresh black cherry, raspberry, and plum. On the palate, it is lush with layers of ripe red fruit with hints of spice. Soft, velvety tannins balance the full fruit for a lush, silky finish."
83,El Vineyards Chardonnay 1997, White Wine , Chardonnay ,"  from Napa Valley, California "," The 1997 Chardonnay has a bright, light straw color. The nose shows citrus and tropical fruit with a hint of vanilla and toasty oak. The mouthfeel is full and rich with lemon and green apple flavors, and a touch of spice. The finish is long and full with soft, round tannins. Our 1997 Chardonnay is a wonderful accompaniment to grilled halibut topped with fruit salsa. -Dan Cederquist, Winemaker "
84,Rustioni Granson Cabernet Sauvignon 1095, Red Wine , Cabernet Sauvignon ,"  from Piedmont, Italy "," Intense, ruby-red color. Vivid, rich, and elegant aromas. A full bodied, generous wine, packed with intense aromas of blackberry, blueberry, and cassis, with a hint of vanilla. Well-balanced with a lingering finish. A great wine to be paired with grilled meats and cheeses. "
85,Benichopi Merlot 1997, Red Wine , Merlot ,  from Australia ," Merlot is an excellent partner for the traditional pasta of the Langhe, the traditional accompaniment to the wine of the region, as well as the local cuisine of the Veneto, as well as the typical Mediterranean dishes.  It is excellent with any meal and with soups. "
86,Nogtone Bendiane Vinaso 2017, Red Wine , Other Red Blends ,"  from Veneto, Italy "," Intense ruby color. The nose is fruity and floral with notes of red fruit and spices. The wine has a fresh, balanced flavor and good structure.  , one of the best values in the market place. Intense and elegant, with an abundance of pleasant fruit, it has a great potential, and it's time to take on a glass of this wine with friends. We recommend drinking it with care. It is an out-of-body wine, and the ideal companion for a wide range of dishes. "
87,Logged Mogniol Merlot 1999, Red Wine , Merlot ,"  from Central Coast, California ","  logged Merlot is a rich and full-bodied wine, displaying sweet, ripe dark berry fruit, spice, and toasty oak. This wine has firm tannins, making it a perfect match with richly-flavored dishes. This wine is a delight to drink now, but will continue to develop complexity in the years to come. "
88,Angate Dey Winery Rede Wines Hose Lustit 2003, Red Wine , Other Red Blends ,  from California ," The 2003 vintage of the Hose Lustit Vineyard is a blend of the lighter red varieties in the table of the California appellation. It is a wine with delicious aromas of fresh strawberries, cherries, and plums, along with a hint of nutmeg and an earthy component. Flavors of red fruits and pomegranate are complemented by a touch of mocha and vanilla. This medium-bodied wine is rich and viscous, with a round, creamy texture and a smooth, supple finish."
89,Thee Montadi Mabbitia (1.0L), Red Wine , Other Red Blends ,"  from Sardinia, Italy "," Deep, ruby red in color with purple highlights, it shows a nose of black cherry, dried herbs and sweet spices. On the palate, it is full-bodied and velvety, with layers of dried cherries, raspberries and cassis. "
90,Polles Brotta Rotiondesses Petande 2015, Red Wine , Other Red Blends ,"  from Tuscany, Italy "," Blend: 70% Cabernet Sauvignon, 30% Merlot The Pollard family has been making wine since 1998 in the Langhe and, with its traditional winemaking techniques, producing a wine that is well balanced, round and harmonious with soft tannins. The result is a wine of great charm and finesse. The wine has a beautiful dark purple color, and a concentrated nose of ripe fruit and a pleasant hint of spice. The fruit is predominant, with a touch of sweet plums, sweet cherries, and a hint of toasty oak. In the mouth, the wine is smooth and harmonious, with a long finish and great balance. "
91,Bieras Duda Cresco Pona Labby Morlacce Blancadiono Labonno 2009, White Wine , Other White Blends ,  from Spain ," Blend: 40% Albillo, 20% Garnacha Blanca, 20% Syrah, 10% Muscat, "
92,Marchine Tobarito Pasca 2009, Red Wine , Other Red Blends ,"  from Sicily, Italy "," The 2009 Pasca is a dark purple color. It has a nose of fresh cherries, ripe blackberries, black pepper and spice. On the palate the wine is full and rich, with notes of cherries, plums, and cedar. It has a silky and round mouthfeel, with a spicy, lingering finish."
93,Tusta's Marsigpalico 2012, Red Wine , Other Red Blends ,"  from Tuscany, Italy "," Ruby red color. Intense and complex on the nose, with notes of black fruits, balsamic notes and spice. Balanced and harmonious on the palate, with good structure and excellent balance between fruit, tannin and oak. The finish is long and pleasant."
94,Roaden Matio Cabernet Sauvignon 2003, Red Wine , Cabernet Sauvignon ,"  from Central Coast, California "," It is a big, bold Cabernet with a classic profile. Ripe and juicy, with lots of plum and berry fruit, it shows a complex range of flavors, with spice and herbal notes. A touch of toasty oak adds dimension and depth. The soft, ripe tannins make it easy to drink and easy to enjoy. A great match with red meat dishes, pasta with red sauce, risotto and pizza."
95,Smankels Niyer Cabernet Sauvignon 2000, Red Wine , Cabernet Sauvignon ,  from Australia ," The Shiraz component of the blend is rich and concentrated, with a deep purple/black color. The Merlot component of the wine is soft and fleshy, with hints of pepper and spice. The Cabernet component is distinctively Australian, with a black core and a purple rim. The wine has a nose of dark berry fruit, a sweetish fruitcake character, and a full-bodied, supple palate. A sweetish fruitcake character, balanced with an elegant tannin structure, delivers a long, savoury finish with a hint of toasty oak. "
96,Auwandory Riserve Chardonnay 2005, White Wine , Chardonnay ,"  from Barossa Valley, Barossa, South Australia, Australia "," Aroma: The bouquet shows rich characters of stone-fruits, with subtle nuttiness. Nuances of cashew, and a hint of toasty French oak. "
97,Ravey Estatule Clibing Redige Cambernot Sauvignon Blanc 2015, White Wine , Sauvignon Blanc ,"  from Napa Valley, California "," The 2015 vintage is our most unique and complex blend to date. Aromas of yellow peach, melon, and a hint of citrus with a slight hint of green tea. The palate is long and full with flavors of peach and melon. The finish is very long and balanced, with a refreshing acidity and mineral note. "
98,Friqut Riigne Blanc 2018, White Wine , Other White Blends ,"  from Friuli-Venezia Giulia, Italy "," A great companion for appetizers, first courses and seafood.  Cuvee Blanc, a very versatile wine that goes well with many different kinds of food, even with simple and simple dishes such as starters, hors d'oeuvres, seafood, fish, poultry, and Asian-style white meat dishes. It is excellent with Asian and indigenous Chinese dishes as well as the classic turkey, chicken and pork dishes."
99,Eligny Ot Valley Chiant Montewrali Rades Caullgia Zinfandel 2015, Red Wine , Zinfandel ,"  from Cienega Valley, Central Coast, California "," Pairs well with red meat, richly flavored pastas or vegetarian dishes. It is also a great pairing with cheese, especially creamy or buttery quality.  "
100,Burghan Vines Pinot Grigio 2018, White Wine , Pinot Gris/Grigio ,"  from Trentino-Alto Adige, Italy "," Pairs well with seafood appetizers, pasta, poultry, white meats and cheeses. Delicato Merlot-based omelet, veal escalope stuffed with truffles, roasted duck, pheasant and wild boar patat."
101,Minch Rice andonce Rosso Vinotaser 2018, Pink and Rosé , Rosé ,  from California ," The 2018 vintage is a mouth-watering blend of a richly perfumed, fruit-forward wine with a creamy body. Flavors of Meyer lemons, pears and stone fruit, with a delightfully crisp and clean finish. Pair this vibrant wine with a wide range of fare. "
102,Bodegas Hariento Series Chardonnay 2016, White Wine , Chardonnay ,"  from La Mancha, Spain "," It is a perfect example of the best that the region can give Chardonnay to this varietal. The nose is filled with white flowers and citrus, and on the palate the wine is fresh, with a long, mineral finish. "
103,Wanta Syrah Enade Reserva Sighe M 2007, Red Wine , Syrah/Shiraz ,  from Spain ," The wine is a purple-black with a dark core. On the nose, there are ripe fruit and smoky notes, with a touch of spice. The palate is full and rich with dark berries and some spice, followed by a long finish."
104,Debas Coteau Antate 2015, Red Wine , Other Red Blends ,  from Spain ," Blend: 50% Monastrell, 20% Syrah, 10% Cabernet Sauvignon The wine has a deep purple robe with a violet edge. On the nose, it shows attractive aromas of ripe cherries and plums, with a touch of spice and vanilla. On the palate, the wine is rich, with fresh fruit flavors of cherries and berries, complemented by herbal notes. Its soft tannins, full body, and long finish make it a great match with red meat, pasta, pizza, and lamb.  "
