,name,tokens,output,error_msg
680,Weet's Sonoi Vineyards Chardonn-Griancolla Reserve 2010,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
681,Schehbe Dodriondi Pinot Noir 2014,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
682,Beauchiel Katye Valley iassice Riesling 1997,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
683,DeClouve Valley Biancena de Pruverretitas 2016,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
684,Ravosda yy Pont Bitke Als Pinot Noir 2007,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
685,Pentoim Sauvignon Blanc 2000,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
686,Shal Otk Toatre Vineyards Pinot Blanc Red 2001,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
687,Pucrey Cerrard Pinot Noir 2010,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
688,Woldrey Astate Nepsents La Hanca Churaz 2013,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
689,Robard Berno Rayver Hodgadite Bevas 2010,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
690,Kabent Merlat 2001,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
691,Pehero & Rhekine Sinent Celtalo 2013,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
692,Orrato Barotoria 2016,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
693,Aceve RGtoas (OU Kchature Red Blend 2015,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
694,Meroog Estate Denelickich Pinot Gringo 2017,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
695,Blodpar Brey Chardonnay 1999,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
696,Rodeorbazgo del Con Macion Montona 2009,"tensor([[50257,   220, 50258,   367,   415,  1086,  5459,  8304,  5605,   391,
            78,  8049,  1878, 13727,   313, 37544,  4793,   220, 50259,   220,
         50260,   366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,
          2634,   220, 50262,   366,   422,  8602,     1,   220, 50263,   366,
         33751,  5605,   391,    78,   318,   262,   749, 21362,  8237,   379,
           367,   415,  1086,  5459,    13,   632,   338,  1049,   355,   257,
           264,  4501,  8237,    11,   340,   338,   257,  2818,  8237,   284,
          4691,   351,  4713, 35104,  5937,    11, 32202,   290,   584,  7582,
         11084, 31980,    11,  9015,    11,  1569,   282,    11,  5916,    11,
          9015,   287,  8566, 10746,   290, 26917,  9891,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,layer_norm() takes from 0 to 6 positional arguments but 6 were given
